"","sample","Kracken_Unclassified","Kracken_Bacteria","Kracken_Mycobacterium","Kracken_MTBC","Kracken_M.tuberculosis","Kraken_human","Kracken_Bacteria_Myco","Kracken_Myco_MTBC","Bacterial_Contamination","Mycobacterial_Contamination"
"1","1800786",0.18,99.78,99.64,99.61,6.73,0.03,1.00140505820955,1.00030117458087,"no","no"
